Ind_ID,gender,car_owner,propert_owner,children,annual_income,type_income,education,marital_status,housing_type,birthday_count,employed_days,mobile_phone,work_phone,phone,email_id,family_members,label
5036660,F,Y,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23835.0,365243,1,0,0,0,2,1
5036795,M,Y,Y,0,215100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19175.0,-1285,1,0,1,0,2,1
5041522,M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,-16169.0,-855,1,1,1,0,1,1
5042064,F,Y,N,2,270000.0,State servant,Higher education,Married,House / apartment,-16053.0,-7369,1,1,1,0,4,1
5045888,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23286.0,365243,1,0,0,0,1,1
5046324,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15466.0,-2269,1,0,1,0,3,1
5046328,F,N,Y,1,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15466.0,-2269,1,0,1,0,3,1
5047662,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18880.0,-4114,1,0,0,0,3,1
5048300,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11091.0,-1161,1,0,0,0,3,1
5050603,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18327.0,-7288,1,1,0,0,2,1
5050671,M,N,N,0,171000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11610.0,-166,1,1,1,0,1,1
5051160,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9594.0,-866,1,0,0,0,3,1
5052659,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396.0,-564,1,0,0,1,2,1
5052877,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915.0,-3366,1,0,0,0,2,1
5053254,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18667.0,-2150,1,1,0,0,2,1
5054063,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16424.0,-1458,1,0,0,0,3,1
5054068,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16424.0,-1458,1,0,0,0,1,1
5054524,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16611.0,-8369,1,0,0,0,4,1
5054525,F,N,N,2,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16611.0,-8369,1,0,0,0,4,1
5058345,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,-24611.0,365243,1,0,0,0,1,1
5058348,F,N,Y,0,157500.0,Pensioner,Higher education,Separated,House / apartment,-24611.0,365243,1,0,0,0,1,1
5058350,M,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,-24611.0,365243,1,0,0,0,1,1
5058530,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9242.0,-508,1,0,0,0,1,1
5058532,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16042.389830508475,-508,1,0,0,0,1,1
5061360,M,N,Y,0,65250.0,Pensioner,Higher education,Married,House / apartment,-20872.0,365243,1,0,0,0,2,1
5061396,M,N,Y,0,72900.0,Pensioner,Lower secondary,Married,House / apartment,-23423.0,365243,1,0,0,0,2,1
5061636,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21664.0,365243,1,0,1,0,2,1
5061691,F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,-9122.0,-1567,1,0,0,1,3,1
5062136,M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12947.0,-137,1,0,0,0,2,1
5062137,M,N,Y,1,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12947.0,-137,1,0,0,0,2,1
5065348,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-15160.0,-3974,1,0,0,0,2,1
5065462,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19004.0,-1570,1,0,0,0,2,1
5065518,F,Y,N,1,202500.0,Working,Higher education,Married,Rented apartment,-9510.0,-2878,1,0,0,0,3,1
5068389,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052.0,-140,1,0,1,0,2,1
5068456,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13581.0,-2576,1,0,0,0,2,1
5069216,F,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,-11210.0,-1724,1,1,0,0,2,1
5069218,F,Y,Y,0,256500.0,Commercial associate,Higher education,Single / not married,House / apartment,-11210.0,-1724,1,1,0,0,2,1
5069307,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15640.0,-1328,1,0,0,0,2,1
5078820,F,N,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14476.0,-4987,1,0,0,0,4,1
5078945,F,N,Y,2,180000.0,Working,Incomplete higher,Separated,House / apartment,-12253.0,-3496,1,1,0,0,3,1
5079166,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,-13720.0,-1394,1,0,0,0,2,1
5085886,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-18661.0,-1265,1,0,0,0,2,1
5089162,F,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,-20264.0,-2531,1,1,1,0,2,1
5089959,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12755.0,-2105,1,0,0,0,3,1
5090166,F,N,Y,1,675000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15452.0,-860,1,0,0,0,2,1
5090214,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10712.0,-217,1,0,0,0,2,1
5092087,M,Y,Y,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,-17320.0,-535,1,0,0,0,4,1
5092245,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22111.0,365243,1,0,0,0,2,1
5092479,M,N,N,1,85500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-15014.0,-6866,1,0,0,0,3,1
5096527,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,Co-op apartment,-20012.0,-584,1,0,0,0,1,1
5096743,F,N,Y,0,180000.0,Working,Lower secondary,Widow,House / apartment,-16803.0,-2227,1,1,1,0,1,1
5097065,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-18971.0,-8161,1,0,0,0,2,1
5100430,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16310.0,-613,1,0,0,0,1,1
5105045,M,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22939.0,365243,1,0,0,0,1,1
5105056,M,Y,N,0,157500.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-11528.0,-606,1,0,1,1,1,1
5106077,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19764.0,-6944,1,0,0,0,2,1
5113621,M,N,N,0,225000.0,Working,Secondary / secondary special,Widow,Municipal apartment,-19406.0,-346,1,0,0,0,1,1
5113933,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23271.0,365243,1,0,1,0,1,1
5113944,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23324.0,365243,1,0,1,0,2,1
5114249,M,N,N,1,130500.0,Working,Incomplete higher,Married,Rented apartment,-11331.0,-1808,1,1,1,0,3,1
5115604,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14523.0,-3420,1,0,0,0,2,1
5115611,F,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14523.0,-3420,1,0,0,0,2,1
5116035,M,Y,Y,0,126000.0,Working,Higher education,Single / not married,House / apartment,-14522.0,-863,1,1,0,0,1,1
5116258,F,N,Y,4,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17468.0,-7413,1,0,0,0,6,1
5116301,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22655.0,365243,1,0,0,0,2,1
5116305,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22655.0,365243,1,0,0,0,2,1
5116906,M,Y,Y,0,211500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15047.0,-7553,1,0,0,0,2,1
5117313,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13022.0,-3931,1,1,1,0,3,1
5117413,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22279.0,365243,1,0,1,0,1,1
5118046,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23902.0,365243,1,0,1,0,1,1
5118275,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21363.0,365243,1,0,0,0,2,1
5118280,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-21363.0,365243,1,0,0,0,2,1
5118283,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21363.0,365243,1,0,0,0,2,1
5118541,F,N,Y,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,-18132.0,-1039,1,0,1,0,2,1
5125289,F,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-13939.0,-134,1,0,0,0,2,1
5125299,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20846.0,365243,1,0,0,0,2,1
5125708,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,-16413.0,-622,1,0,1,0,2,1
5125761,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-18020.0,-1595,1,0,0,0,1,1
5125763,M,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13030.0,-1626,1,0,1,0,3,1
5125934,F,N,Y,2,135000.0,Commercial associate,Lower secondary,Civil marriage,With parents,-9862.0,-1868,1,1,0,0,4,1
5135344,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-20103.0,-555,1,0,0,0,2,1
5135485,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,-10660.0,-1935,1,0,0,0,1,1
5135636,M,Y,Y,0,195750.0,Working,Secondary / secondary special,Married,House / apartment,-18836.0,-931,1,1,1,0,2,1
5135990,F,N,Y,1,585000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10430.0,-900,1,0,0,0,2,1
5142183,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-17841.0,-4305,1,1,1,0,4,1
5142184,M,Y,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-17841.0,-4305,1,1,1,0,4,1
5142361,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16204.0,-925,1,1,1,0,3,1
5142456,F,N,N,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,-18952.0,-499,1,0,1,0,1,1
5142458,F,N,Y,0,67500.0,Commercial associate,Higher education,Separated,House / apartment,-18952.0,-499,1,0,1,0,1,1
5143342,M,N,N,1,216000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12946.0,-2418,1,0,0,1,3,1
5145690,F,N,Y,0,306000.0,Pensioner,Higher education,Married,House / apartment,-21590.0,365243,1,0,0,0,2,1
5145817,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22011.0,365243,1,0,0,0,2,1
5146005,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10177.0,-189,1,0,0,1,1,1
5146079,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,-12723.0,-1132,1,1,1,0,3,1
5146167,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20296.0,-1770,1,0,0,0,2,1
5146444,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-14394.0,-919,1,0,1,0,1,1
5148932,M,Y,N,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,-17209.0,-1081,1,0,0,0,2,1
5149188,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,-9847.0,-502,1,0,1,1,3,1
5149828,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-17348.0,-2420,1,0,0,0,2,1
5149834,F,N,Y,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-12387.0,-1325,1,0,1,1,2,1
5149838,F,N,Y,0,157500.0,Pensioner,Higher education,Married,House / apartment,-12387.0,-1325,1,0,1,1,2,1
5118538,F,N,Y,1,81000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15749.0,-6367,1,1,1,0,3,0
5069057,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17762.0,-2484,1,0,0,0,2,0
5066689,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-12946.0,-341,1,0,1,1,2,0
5086062,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-20542.0,-9422,1,0,1,0,2,0
5113717,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16415.0,-3054,1,0,0,1,3,0
5066765,F,N,Y,1,63000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14550.0,-2987,1,0,0,0,3,0
5105227,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17365.0,-2128,1,0,0,0,2,0
5054648,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24238.0,365243,1,0,0,0,1,0
5067187,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11432.0,-820,1,1,0,0,2,0
5105818,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22072.0,365243,1,0,1,0,2,0
5033574,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14222.0,-141,1,1,1,0,3,0
5125478,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20661.0,365243,1,0,0,0,2,0
5046340,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,-10581.0,-1692,1,1,0,0,3,0
5022326,M,Y,Y,0,256500.0,Commercial associate,Higher education,Married,House / apartment,-21503.0,-1674,1,0,0,1,2,0
5065764,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14746.0,-693,1,0,0,0,1,0
5067849,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14756.0,-567,1,0,0,0,1,0
5097169,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10731.0,-885,1,0,0,0,1,0
5048583,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21579.0,365243,1,0,0,0,2,0
5115566,M,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-16491.0,365243,1,0,0,0,2,0
5052722,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21875.0,365243,1,0,0,0,2,0
5067723,F,N,Y,1,337500.0,Working,Academic degree,Single / not married,House / apartment,-12555.0,-2769,1,0,0,0,2,0
5056077,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12154.0,-1547,1,0,0,0,2,0
5022275,M,Y,Y,0,131400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23646.0,365243,1,0,0,0,2,0
5143016,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-14542.0,-3179,1,0,0,0,2,0
5066709,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24511.0,365243,1,0,0,0,1,0
5021445,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,With parents,-13315.0,-5204,1,1,1,0,2,0
5053592,F,N,Y,1,117000.0,Working,Lower secondary,Widow,House / apartment,-17633.0,-3072,1,0,1,0,2,0
5116163,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-9899.0,-320,1,0,0,0,4,0
5041273,M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,-19298.0,-2469,1,0,0,0,1,0
5066627,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16042.389830508475,-583,1,0,0,0,2,0
5125399,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10066.0,-834,1,0,0,0,2,0
5067345,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16541.0,-1085,1,0,1,0,2,0
5053711,F,Y,N,2,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12857.0,-1399,1,0,0,1,4,0
5096234,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17087.0,-7310,1,1,1,0,2,0
5125158,M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11970.0,-1748,1,0,0,0,3,0
5143231,F,Y,Y,1,1575000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10142.0,-2479,1,0,0,0,2,0
5062688,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-20112.0,-875,1,1,0,1,2,0
5105685,F,N,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-14132.0,-2805,1,1,1,0,4,0
5115984,M,Y,Y,2,180000.0,Working,Higher education,Married,House / apartment,-13174.0,-2477,1,0,0,0,4,0
5085769,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19310.0,-1477,1,0,0,0,2,0
5065363,F,N,Y,1,216000.0,Working,Higher education,Single / not married,House / apartment,-10512.0,-1782,1,0,1,0,2,0
5140074,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15124.0,-431,1,0,0,0,2,0
5067643,F,N,Y,0,171000.0,Pensioner,Higher education,Married,House / apartment,-19961.0,365243,1,0,0,0,2,0
5091963,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,-18809.0,-1416,1,1,0,0,2,0
5053637,F,N,N,0,225000.0,Pensioner,Higher education,Separated,House / apartment,-21944.0,365243,1,0,0,0,1,0
5067149,M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,-13969.0,-263,1,0,0,0,4,0
5096424,M,Y,N,0,270000.0,Commercial associate,Higher education,Separated,House / apartment,-11621.0,-2349,1,0,1,0,1,0
5046283,F,N,Y,0,67050.0,Pensioner,Higher education,Married,House / apartment,-24305.0,365243,1,0,0,0,2,0
5029348,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-10942.0,-412,1,0,0,0,2,0
5096061,F,N,N,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,-14321.0,-7068,1,0,0,0,4,0
5028917,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17202.0,-1787,1,0,0,0,2,0
5117778,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-14407.0,-1345,1,0,0,0,1,0
5095310,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-12322.0,-3717,1,0,0,0,2,0
5050655,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14667.0,-1048,1,1,1,0,2,0
5033817,F,Y,N,1,292500.0,State servant,Higher education,Married,House / apartment,-16010.0,-2667,1,0,1,0,3,0
5052963,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9984.0,-2606,1,0,0,0,2,0
5113159,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862.0,-2135,1,1,0,0,1,0
5132800,F,N,Y,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-18540.0,-1534,1,0,0,0,1,0
5090549,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15241.0,-2531,1,0,0,0,2,0
5054522,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014.0,-2311,1,0,0,0,3,0
5051061,F,N,N,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11945.0,-1323,1,0,1,0,4,0
5010707,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15862.0,-5061,1,0,1,0,2,0
5028984,F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,-19063.0,-2213,1,1,1,1,1,0
5126034,F,Y,Y,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,-17171.0,-925,1,0,0,1,1,0
5090470,M,N,Y,1,900000.0,Working,Secondary / secondary special,Married,House / apartment,-15380.0,-4509,1,0,0,0,3,0
5021775,F,N,Y,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522.0,-1552,1,0,0,0,2,0
5046415,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-14466.0,-1569,1,0,1,0,2,0
5065606,M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,-23489.0,365243,1,0,0,0,2,0
5117314,M,N,Y,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,-16632.0,-1679,1,0,0,0,3,0
5009195,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953.0,-8684,1,1,1,0,2,0
5139548,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13584.0,-6337,1,0,1,0,4,0
5096416,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-16876.0,-97,1,1,0,0,2,0
5042286,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10809.0,-1222,1,0,0,0,1,0
5050729,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-8528.0,-531,1,0,0,0,1,0
5038897,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22886.0,365243,1,0,1,0,2,0
5050973,F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15964.0,-7591,1,0,0,0,2,0
5044935,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,-16027.0,-5639,1,0,1,0,4,0
5113539,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20976.0,-1776,1,0,0,0,2,0
5085990,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21717.0,365243,1,0,0,0,2,0
5033452,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19143.0,-5498,1,1,1,0,2,0
5051240,F,Y,N,0,121500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23328.0,365243,1,0,0,0,1,0
5065335,M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,-9766.0,-1935,1,0,1,0,2,0
5145978,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,-19538.0,-5880,1,0,0,0,1,0
5105614,F,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,-12334.0,-460,1,0,0,0,4,0
5038845,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17007.0,-1569,1,1,1,0,2,0
5105556,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19802.0,-4532,1,0,0,0,2,0
5028383,M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,-11344.0,-3309,1,0,0,0,1,0
5009980,F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-20644.0,-3873,1,0,0,0,2,0
